year;competition_name;competitor;Apollon's Wheels;Max Deadlift;Hummer Push;Timber Carry;Medicine Ball Toss;Hammer Lift;Dumbbell Press;Weight Throw;Super Yoke;Manhood Stones;Austrian Oak;Bale Tote;Cyr Dumbbell;Bag Over Bar;Stone to Shoulder;HÃºsafell Stone;Wheel of Pain;Trial by Stone;Max Squat;Max Log Lift;Steintossen;Car Walk;Farmer's Walk;Atlas Stones;Truck Pull;Natural Stones;Frame Carry;Stone Over Bar;Log Lift;Deadlift;Arm Over Arm Pull;Keg Toss;Squat Lift;Viking Press;Power Stairs;Medley;Axle Press;Tank Pull;Sack Carry;Loading Race;Tire Flip;Hercules Hold;Rock Press;Conan's Wheel;Crucifix Hold;Wheelbarrow Carry;Block Carry;Max Axle Press;Shield Carry;Overhead Medley;Front Hold;Bus Pull;Flip & Drag;Nicol Stones;Deadlift Ladder;Carry & Drag;Deadlift Hold;Fingal's Fingers;Carry Medley;Log Medley;Africa Stone;Sled Pull;Keg Carry;Hip Lift;Carry & Flip;Cross Carry;Pole Push;Safe Lift;Dumbbell Medley;Cyr Dumbbell Ladder;Inver Stones;Rogue-a-Coaster;The Duel;Leg Press;Flag Hoist;McGlashen Stones;Car Flip;Tug of War;Plane Pull;Vertical Lift;Train Pull;Fridge Carry;Ding Carry;Circus Barbell;Kettlebell Toss;Overhead Press;Giant's Medley;Log Ladder;Titan's Turntable;Flintstone Barbell;Max Dumbbell;Basque Circle;Car Pull;Giant Farmer's Walk;Wrestling;Block Press;Norse Hammers;Load & Drag;Bullion Toss;Last Man Standing;Elephant Carry;Load & Carry;Circle of Strength;Loading Medley;Pickaxe Hold;Stone Off;Train Push;Wrecking Ball Hold;Deadlift Machine;Kettlebell Throw;Chain Railway Carriage;Axle Death-Lift
2020;Arnold Strongman Classic;J. Virtanen;;;;;;;;;;;;;;;;;;;;;;;;2.0;4.0;;;;;1.0;;3.0;;;;;2.0;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;J. Caron;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;;;;;5.0;;1.0;;;;;1.0;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Pudzianowski;;;;;;;;;;;;;;;;;;;;;;;;5.0;6.0;;;;;;;;2.0;;;;6.0;;;5.0;;;;;;;;;;;;;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;A. Haugen;;;;;;;;;;;;;;;;;;;;;;;;6.0;2.0;;;;;;;;5.0;;;;3.0;;;6.0;;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;B. Shaw;;;;;;;;;;;;;;;;;;;;;;;;4.0;5.0;;;;;;;;1.0;;;;2.0;;;3.0;;;;;;;;;;;;;;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;L. Shahlaei;;;;;;;;;;;;;;;;;;;;;;;;2.0;3.0;;;;;;;;6.0;;;;1.0;;;4.0;;;;;;;;;;;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;L. Jean;;;;;;;;;;;;;;;;;;;;;;;;3.0;4.0;;;;;;;;4.0;;;;4.5;;;2.0;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;B. Siders;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;;;;;;;;3.0;;;;4.5;;;1.0;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;T. Ortmayer;;;;;;;;;;;;;;;;;;;;;;;;5.0;6.0;;;;;5.0;;6.0;;5.5;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;D. Ostlund;;;;;;;;;;;;;;;;;;;;;;;;6.0;4.0;;;;;4.0;;4.0;;4.0;;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;J. Marku;;;;;;;;;;;;;;;;;;;;;;;;3.0;1.0;;;;;6.0;;5.0;;5.5;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Samuelsson;;;;;;;;;;;;;;;;;;;;;;;;4.0;5.0;;;;;1.0;;2.0;;2.5;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;R. Vidzis;;;;;;;;;;;;;;;;;;;;;;;;2.0;3.0;;;;;3.0;;2.0;;2.5;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;F. Trimpl;;;;;;;;;;;;;;;;;;;;;;;;1.0;2.0;;;;;2.0;;2.0;;1.0;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;D. Poundstone;;;;;;;6.0;;;;;;;;;;;;;;;6.0;;5.0;6.0;;;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;L. Jean;;;;;;;4.0;;;;;;;;;;;;;;;5.0;;6.0;4.0;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;K. Ilin;;;;;;;5.0;;;;;;;;;;;;;;;3.0;;3.0;5.0;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;J. Marku;;;;;;;0.0;;;;;;;;;;;;;;;2.0;;4.0;1.0;;;;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;K. Nee;;;;;;;0.0;;;;;;;;;;;;;;;4.0;;0.0;2.0;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;S. Wenta;;;;;;;0.0;;;;;;;;;;;;;;;0.0;;0.0;3.0;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;Å½. Savickas;;;;;;;;;;;;;;;;;;;;;;;;6.0;5.0;;;;;5.0;;4.0;;;;6.0;;;;;;;;;;;;;;;;;;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;B. Shaw;;;;;;;;;;;;;;;;;;;;;;;;5.0;6.0;;;;;4.0;;5.0;;;;5.0;;;;;;;;;;;;;;;;;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;S. PÃ©tursson;;;;;;;;;;;;;;;;;;;;;;;;4.0;4.0;;;;;2.0;;6.0;;;;2.0;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Felix;;;;;;;;;;;;;;;;;;;;;;;;2.0;2.0;;;;;6.0;;1.0;;;;4.0;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Wildauer;;;;;;;;;;;;;;;;;;;;;;;;1.0;3.0;;;;;3.0;;2.5;;;;3.0;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. White;;;;;;;;;;;;;;;;;;;;;;;;3.0;1.0;;;;;1.0;;2.5;;;;1.0;;;;;;;;;;;;;;;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;P. Pfister;;;;;;;5.5;;;;;;;;;;;;;;;6.0;;6.0;6.0;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Pudzianowski;;;;;;;2.5;;;;;;;;;;;;;;;5.0;;5.0;5.0;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;D. Sadler;;;;;;;4.0;;;;;;;;;;;;;;;2.0;;4.0;3.0;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;E. Katona;;;;;;;2.5;;;;;;;;;;;;;;;3.0;;3.0;4.0;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;A. Klyushev;;;;;;;5.5;;;;;;;;;;;;;;;4.0;;2.0;2.0;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;J. Laureys;;;;;;;0.0;;;;;;;;;;;;;;;1.0;;1.0;1.0;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;L. Shahlaei;;;;;;;;;;;;;;;;;;;;;;6.0;;2.0;6.0;;;;;;;1.0;6.0;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;T. Ortmayer;;;;;;;;;;;;;;;;;;;;;;4.0;;6.0;4.0;;;;;;;4.0;1.0;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;J. Ã…rsjÃ¶;;;;;;;;;;;;;;;;;;;;;;1.0;;4.0;3.0;;;;;;;5.0;3.0;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;E. Smit;;;;;;;;;;;;;;;;;;;;;;5.0;;1.0;1.0;;;;;;;6.0;5.0;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;R. Skog;;;;;;;;;;;;;;;;;;;;;;2.0;;5.0;5.0;;;;;;;2.5;2.0;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;A. KazeÄ¼Å†iks;;;;;;;;;;;;;;;;;;;;;;3.0;;3.0;2.0;;;;;;;2.5;4.0;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;T. Hollands;;;;;;;;;;;;;;;;;;;;;;;;3.0;6.0;;;;;6.0;;4.0;;;;;;;;;;;;;;;;;;;;;;;;5.0;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;D. Ostlund;;;;;;;;;;;;;;;;;;;;;;;;6.0;4.0;;;;;4.0;;4.0;;;;;;;;;;;;;;;;;;;;;;;;2.0;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;A. Murumets;;;;;;;;;;;;;;;;;;;;;;;;5.0;3.0;;;;;5.0;;4.0;;;;;;;;;;;;;;;;;;;;;;;;6.0;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;C. Savoie;;;;;;;;;;;;;;;;;;;;;;;;4.0;5.0;;;;;3.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;4.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;J. Dymek;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;;;;;2.0;;6.0;;;;;;;;;;;;;;;;;;;;;;;;1.0;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;F. Trimpl;;;;;;;;;;;;;;;;;;;;;;;;2.0;2.0;;;;;1.0;;2.0;;;;;;;;;;;;;;;;;;;;;;;;3.0;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;B. Shaw;;;;;;;;;;;;;;;;;;;;;;;;;6.0;;;;;5.0;;;;;6.0;6.0;6.0;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;S. PÃ©tursson;;;;;;;;;;;;;;;;;;;;;;;;;4.0;;;;;3.0;;;;;4.0;5.0;5.0;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Felix;;;;;;;;;;;;;;;;;;;;;;;;;5.0;;;;;6.0;;;;;1.0;1.0;3.0;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;S. Todorchev;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;2.0;;;;;5.0;4.0;0.0;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;S. Romanchuk;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;0.0;;;;;3.0;2.5;4.0;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;E. Smit;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;4.0;;;;;2.0;2.5;0.0;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;D. Poundstone;;;;;;;;;;;;;;;;;;;;;;;4.0;;;;;;;6.0;;;;;4.0;;;;;5.0;;;;;;;;;;;;;;;;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.0;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;T. Hollands;;;;;;;;;;;;;;;;;;;;;;;6.0;;;;;;;5.0;;;;;6.0;;;;;4.0;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;R. Skog;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;;0.0;;;;;1.0;;;;;6.0;;;;;;;;;;;;;;;;;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;A. Curletto;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;4.0;;;;;3.0;;;;;3.0;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;H. Jordaan;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;0.0;;;;;2.0;;;;;2.0;;;;;;;;;;;;;;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;R. SzczepaÅ„ski;;;;;;;;;;;;;;;;;;;;;;;5.0;;;;;;;0.0;;;;;5.0;;;;;0.0;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;E. Katona;;;;;;;3.0;;;;;;;;;;;;;;;;;;6.0;;;;;5.0;;;;;6.0;5.0;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;T. Ortmayer;;;;;;;6.0;;;;;;;;;;;;;;;;;;5.0;;;;;2.5;;;;;4.0;6.0;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;V. Lalas;;;;;;;4.5;;;;;;;;;;;;;;;;;;4.0;;;;;6.0;;;;;3.0;4.0;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;K. Ilin;;;;;;;4.5;;;;;;;;;;;;;;;;;;2.0;;;;;4.0;;;;;2.0;2.0;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;J. KuÅ‚aga;;;;;;;0.0;;;;;;;;;;;;;;;;;;3.0;;;;;2.5;;;;;5.0;3.0;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;D. Sadler;;;;;;;0.0;;;;;;;;;;;;;;;;;;0.0;;;;;0.0;;;;;0.0;1.0;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;Å½. Savickas;;;;;;;;;;;;;;;;;;;;;;;6.0;;;;;;;;;;5.5;;;;6.0;;;1.0;;;;;;;;;;;;;;;;;4.0;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;N. Best;;;;;;;;;;;;;;;;;;;;;;;4.0;;;;;;;;;;3.0;;;;0.0;;;6.0;;;;;;;;;;;;;;;;;6.0;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;L. Shahlaei;;;;;;;;;;;;;;;;;;;;;;;5.0;;;;;;;;;;5.5;;;;3.5;;;5.0;;;;;;;;;;;;;;;;;3.0;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;L. Jean;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;1.0;;;;5.0;;;4.0;;;;;;;;;;;;;;;;;5.0;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;W. Brant;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;3.0;;;;3.5;;;3.0;;;;;;;;;;;;;;;;;1.0;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;A. KazeÄ¼Å†iks;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;3.0;;;;2.0;;;2.0;;;;;;;;;;;;;;;;;2.0;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;J. Bergmann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.0;;;5.0;;;;2.0;;;;;;;;;;;;;;;;;6.0;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Koklyaev;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;;;3.0;;;;5.0;;;;;;;;;;;;;;;;;5.0;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.0;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;D. Ostlund;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;6.0;;;;6.0;;;;;;;;;;;;;;;;;3.0;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Westaby;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.5;;;4.0;;;;3.0;;;;;;;;;;;;;;;;;1.0;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;C. Savoie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;1.5;;;;4.0;;;;;;;;;;;;;;;;;2.0;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;R. Frampton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.5;;;1.5;;;;1.0;;;;;;;;;;;;;;;;;4.0;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;B. Shaw;;;;;;;6.0;;;;;;;;;;;;;;;6.0;;6.0;5.0;;;;;4.0;;;;;;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;H. BjÃ¶rnsson;;;;;;;5.0;;;;;;;;;;;;;;;3.0;;5.0;6.0;;;;;2.5;;;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;M. Felix;;;;;;;3.0;;;;;;;;;;;;;;;4.0;;1.0;4.0;;;;;6.0;;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;J. Caron;;;;;;;2.0;;;;;;;;;;;;;;;2.0;;4.0;3.0;;;;;5.0;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;R. Heinla;;;;;;;4.0;;;;;;;;;;;;;;;1.0;;2.0;1.0;;;;;2.5;;;;;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;N. Best;;;;;;;0.0;;;;;;;;;;;;;;;5.0;;3.0;2.0;;;;;1.0;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;L. Shahlaei;;;;;;;6.0;;;;;;;;;;;;;;;;;4.0;4.0;;;;;;;5.0;6.0;;;;;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;E. Katona;;;;;;;0.0;;;;;;;;;;;;;;;;;5.0;6.0;;;;;;;6.0;0.0;;;;;;;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;E. Aune;;;;;;;0.0;;;;;;;;;;;;;;;;;6.0;5.0;;;;;;;2.0;5.0;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;S. Romanchuk;;;;;;;0.0;;;;;;;;;;;;;;;;;3.0;3.0;;;;;;;3.0;4.0;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;Arnold Strongman Classic;P. PÃ®rjol;;;;;;;5.0;;;;;;;;;;;;;;;;;2.0;2.0;;;;;;;1.0;3.0;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
